Position	iES_BRG	iES_BRM	iES_CHCU	iES_CHCA	iES_CHFR	iES_TXL	log(iES_BRG)	log(iES_BRM)	log(iES_CHCU)	log(iES_CHCA)	log(iES_CHFR)	log(iES_TXL)	Rsb(BRG/BRM)	Rsb(BRG/CHCU)	Rsb(BRG/CHCA)	Rsb(BRG/CHFR)	Rsb(BRG/TXL)	Rsb(BRM/CHCU)	Rsb(BRM/CHCA)	Rsb(BRM/CHFR)	Rsb(BRM/TXL)	Rsb(CHCU/CHCA)	Rsb(CHCU/CHFR)	Rsb(CHCU/TXL)	Rsb(CHCA/CHFR)	Rsb(CHCA/TXL)	Rsb(CHFR/TXL)	RsbN(BRG/BRM)	RsbN(BRG/CHCU)	RsbN(BRG/CHCA)	RsbN(BRG/CHFR)	RsbN(BRG/TXL)	RsbN(BRM/CHCU)	RsbN(BRM/CHCA)	RsbN(BRM/CHFR)	RsbN(BRM/TXL)	RsbN(CHCU/CHCA)	RsbN(CHCU/CHFR)	RsbN(CHCU/TXL)	RsbN(CHCA/CHFR)	RsbN(CHCA/TXL)	RsbN(CHFR/TXL)	
54937.000000	38571.400000	12238.300000	52681.666667	30414.500000	50311.033333	53492.250000	10.560266	9.412326	10.872023	10.322675	10.825980	10.887292	1.147941	-0.311756	0.237592	-0.265713	-0.327026	-1.459697	-0.910349	-1.413654	-1.474966	0.549348	0.046043	-0.015269	-0.503305	-0.564617	-0.061312	0.323488	-0.059584	-0.310904	-0.294880	-0.029191	-0.338209	-0.379420	-0.299664	-0.089796	-0.159979	0.000000	-0.004875	0.053422	-0.001922	0.000000	
54952.000000	38571.400000	17401.642857	52681.666667	28254.272727	50311.033333	53492.250000	10.560266	9.764320	10.872023	10.249000	10.825980	10.887292	0.795946	-0.311756	0.311266	-0.265713	-0.327026	-1.107703	-0.484680	-1.061660	-1.122972	0.623023	0.046043	-0.015269	-0.576980	-0.638292	-0.061312	-0.338710	-0.059584	-0.133349	-0.294880	-0.029191	0.320332	0.283717	0.278153	0.126856	0.037530	0.000000	-0.004875	-0.096043	-0.056994	0.000000	
55097.000000	38571.400000	14394.055556	52681.666667	26199.833333	50311.033333	53492.250000	10.560266	9.574571	10.872023	10.173508	10.825980	10.887292	0.985696	-0.311756	0.386758	-0.265713	-0.327026	-1.297452	-0.598938	-1.251409	-1.312721	0.698514	0.046043	-0.015269	-0.652471	-0.713784	-0.061312	0.018261	-0.059584	0.048586	-0.294880	-0.029191	-0.034667	0.105718	-0.033331	0.010066	0.239909	0.000000	-0.004875	-0.249194	-0.113423	0.000000	
55128.000000	38571.400000	16148.500000	52681.666667	26199.833333	50311.033333	53492.250000	10.560266	9.689582	10.872023	10.173508	10.825980	10.887292	0.870684	-0.311756	0.386758	-0.265713	-0.327026	-1.182440	-0.483926	-1.136397	-1.197710	0.698514	0.046043	-0.015269	-0.652471	-0.713784	-0.061312	-0.198108	-0.059584	0.048586	-0.294880	-0.029191	0.180507	0.284892	0.155468	0.080856	0.239909	0.000000	-0.004875	-0.249194	-0.113423	0.000000	
56327.000000	38571.400000	14676.222222	52681.666667	26199.833333	50311.033333	53492.250000	10.560266	9.593984	10.872023	10.173508	10.825980	10.887292	0.966282	-0.311756	0.386758	-0.265713	-0.327026	-1.278039	-0.579524	-1.231996	-1.293308	0.698514	0.046043	-0.015269	-0.652471	-0.713784	-0.061312	-0.018261	-0.059584	0.048586	-0.294880	-0.029191	0.001653	0.135962	-0.001463	0.022015	0.239909	0.000000	-0.004875	-0.249194	-0.113423	0.000000	
57019.000000	38571.400000	14676.222222	52681.666667	26199.833333	50311.033333	53492.250000	10.560266	9.593984	10.872023	10.173508	10.825980	10.887292	0.966282	-0.311756	0.386758	-0.265713	-0.327026	-1.278039	-0.579524	-1.231996	-1.293308	0.698514	0.046043	-0.015269	-0.652471	-0.713784	-0.061312	-0.018261	-0.059584	0.048586	-0.294880	-0.029191	0.001653	0.135962	-0.001463	0.022015	0.239909	0.000000	-0.004875	-0.249194	-0.113423	0.000000	
57836.000000	47465.750000	20468.416667	52681.666667	30909.550000	50311.033333	53492.250000	10.767764	9.926638	10.872023	10.338820	10.825980	10.887292	0.841125	-0.104259	0.428943	-0.058216	-0.119528	-0.945384	-0.412182	-0.899341	-0.960654	0.533202	0.046043	-0.015269	-0.487159	-0.548472	-0.061312	-0.253716	0.849326	0.150252	0.820097	0.107857	0.624012	0.396660	0.544608	0.226764	-0.203263	0.000000	-0.004875	0.086177	0.010146	0.000000	
57847.000000	38049.100000	12547.900000	52681.666667	25764.583333	50311.033333	53492.250000	10.546633	9.437309	10.872023	10.156756	10.825980	10.887292	1.109324	-0.325390	0.389877	-0.279347	-0.340659	-1.434714	-0.719447	-1.388671	-1.449983	0.715267	0.046043	-0.015269	-0.669224	-0.730536	-0.061312	0.250840	-0.119304	0.056102	-0.368140	-0.038196	-0.291469	-0.082020	-0.258654	-0.074419	0.284819	0.000000	-0.004875	-0.283180	-0.125945	0.000000	
58601.000000	47465.750000	17359.214286	56155.714286	30909.550000	50311.033333	53492.250000	10.767764	9.761879	10.935884	10.338820	10.825980	10.887292	1.005885	-0.168120	0.428943	-0.058216	-0.119528	-1.174005	-0.576942	-1.064101	-1.125413	0.597063	0.109904	0.048592	-0.487159	-0.548472	-0.061312	0.056242	0.569593	0.150252	0.820097	0.107857	0.196289	0.139985	0.274146	0.125354	-0.032063	0.252041	0.041622	0.086177	0.010146	0.000000	
58650.000000	47465.750000	19578.250000	56155.714286	33943.833333	50311.033333	53492.250000	10.767764	9.882175	10.935884	10.432462	10.825980	10.887292	0.885589	-0.168120	0.335301	-0.058216	-0.119528	-1.053709	-0.550288	-0.943805	-1.005118	0.503421	0.109904	0.048592	-0.393517	-0.454830	-0.061312	-0.170067	0.569593	-0.075425	0.820097	0.107857	0.421348	0.181509	0.471618	0.199396	-0.283100	0.252041	0.041622	0.276151	0.080143	0.000000	
58703.000000	47465.750000	19439.583333	56155.714286	30572.800000	50311.033333	53492.250000	10.767764	9.875067	10.935884	10.327866	10.825980	10.887292	0.892697	-0.168120	0.439898	-0.058216	-0.119528	-1.060817	-0.452799	-0.950913	-1.012225	0.608018	0.109904	0.048592	-0.498114	-0.559426	-0.061312	-0.156695	0.569593	0.176652	0.820097	0.107857	0.408050	0.333383	0.459950	0.195021	-0.002696	0.252041	0.041622	0.063954	0.001958	0.000000	
58704.000000	37975.000000	14578.062500	52412.800000	25422.208333	50311.033333	53492.250000	10.544683	9.587273	10.866906	10.143378	10.825980	10.887292	0.957410	-0.322223	0.401305	-0.281296	-0.342609	-1.279633	-0.556105	-1.238707	-1.300019	0.723528	0.040926	-0.020386	-0.682601	-0.743914	-0.061312	-0.034952	-0.105430	0.083644	-0.378615	-0.039483	-0.001329	0.172446	-0.012479	0.017884	0.306965	-0.020194	-0.008601	-0.310320	-0.135945	0.000000	
58713.000000	37975.000000	14626.812500	54172.964286	29822.400000	54256.807692	56164.500000	10.544683	9.590612	10.899937	10.303015	10.901484	10.936040	0.954072	-0.355254	0.241668	-0.356800	-0.391357	-1.309326	-0.712403	-1.310872	-1.345429	0.596922	-0.001547	-0.036103	-0.598469	-0.633025	-0.034556	-0.041233	-0.250118	-0.301080	-0.784333	-0.071680	-0.056881	-0.071047	-0.130942	-0.010066	-0.032441	-0.187823	-0.020045	-0.139638	-0.053057	0.017668	
58718.000000	47465.750000	16794.428571	56155.714286	31459.100000	50770.000000	44230.875000	10.767764	9.728802	10.935884	10.356444	10.835061	10.697178	1.038961	-0.168120	0.411320	-0.067297	0.070585	-1.207081	-0.627641	-1.106258	-0.968376	0.579440	0.100823	0.238705	-0.478617	-0.340735	0.137883	0.118468	0.569593	0.107780	0.771299	0.233424	0.134407	0.061002	0.204942	0.222011	-0.079307	0.216200	0.180046	0.103506	0.165428	0.131539	
59102.000000	38011.300000	15110.500000	54249.933333	31017.545455	50770.000000	44230.875000	10.545639	9.623145	10.901357	10.342308	10.835061	10.697178	0.922494	-0.355718	0.203330	-0.289422	-0.151540	-1.278212	-0.719163	-1.211916	-1.074033	0.559049	0.066296	0.204179	-0.492753	-0.354870	0.137883	-0.100640	-0.252152	-0.393474	-0.422279	0.086714	0.001329	-0.081577	0.031500	0.156978	-0.133973	0.079933	0.154907	0.074830	0.154862	0.131539	
59105.000000	47465.750000	25508.900000	54249.933333	34168.500000	50770.000000	44230.875000	10.767764	10.146783	10.901357	10.439059	10.835061	10.697178	0.620981	-0.133593	0.328704	-0.067297	0.070585	-0.754574	-0.292277	-0.688278	-0.550396	0.462298	0.066296	0.204179	-0.396001	-0.258119	0.137883	-0.667868	0.720832	-0.091324	0.771299	0.233424	0.980996	0.583457	0.891079	0.479278	-0.393345	0.079933	0.154907	0.271111	0.227182	0.131539	
59324.000000	43377.200000	21095.722222	54249.933333	31720.954545	50770.000000	44230.875000	10.677689	9.956826	10.901357	10.364733	10.835061	10.697178	0.720864	-0.223668	0.312956	-0.157372	-0.019489	-0.944531	-0.407907	-0.878235	-0.740353	0.536624	0.066296	0.204179	-0.470328	-0.332446	0.137883	-0.479961	0.326275	-0.129276	0.287288	0.173931	0.625607	0.403319	0.579254	0.362359	-0.194089	0.079933	0.154907	0.120323	0.171624	0.131539	
59350.000000	43377.200000	21501.222222	54249.933333	29719.166667	50770.000000	44230.875000	10.677689	9.975865	10.901357	10.299547	10.835061	10.697178	0.701824	-0.223668	0.378142	-0.157372	-0.019489	-0.925492	-0.323682	-0.859196	-0.721313	0.601810	0.066296	0.204179	-0.535513	-0.397631	0.137883	-0.515780	0.326275	0.027821	0.287288	0.173931	0.661228	0.534531	0.610509	0.374078	-0.019339	0.079933	0.154907	-0.011920	0.122898	0.131539	
66868.000000	43377.200000	26030.312500	54249.933333	29719.166667	50770.000000	44230.875000	10.677689	10.167017	10.901357	10.299547	10.835061	10.697178	0.510672	-0.223668	0.378142	-0.157372	-0.019489	-0.734340	-0.132530	-0.668044	-0.530161	0.601810	0.066296	0.204179	-0.535513	-0.397631	0.137883	-0.875389	0.326275	0.027821	0.287288	0.173931	1.018852	0.832321	0.924295	0.491732	-0.019339	0.079933	0.154907	-0.011920	0.122898	0.131539	
66892.000000	43377.200000	25091.687500	54249.933333	29719.166667	50770.000000	44230.875000	10.677689	10.130292	10.901357	10.299547	10.835061	10.697178	0.547397	-0.223668	0.378142	-0.157372	-0.019489	-0.771065	-0.169256	-0.704769	-0.566886	0.601810	0.066296	0.204179	-0.535513	-0.397631	0.137883	-0.806299	0.326275	0.027821	0.287288	0.173931	0.950143	0.775108	0.864009	0.469128	-0.019339	0.079933	0.154907	-0.011920	0.122898	0.131539	
66930.000000	43377.200000	20077.950000	54249.933333	34092.450000	50770.000000	44230.875000	10.677689	9.907377	10.901357	10.436831	10.835061	10.697178	0.770312	-0.223668	0.240858	-0.157372	-0.019489	-0.993980	-0.529454	-0.927683	-0.789801	0.464526	0.066296	0.204179	-0.398230	-0.260347	0.137883	-0.386936	0.326275	-0.303032	0.287288	0.173931	0.533096	0.213966	0.498083	0.331924	-0.387372	0.079933	0.154907	0.266590	0.225517	0.131539	
66938.000000	43377.200000	27557.571429	54249.933333	30070.458333	50770.000000	44230.875000	10.677689	10.224033	10.901357	10.311299	10.835061	10.697178	0.453657	-0.223668	0.366391	-0.157372	-0.019489	-0.677324	-0.087266	-0.611028	-0.473146	0.590059	0.066296	0.204179	-0.523762	-0.385880	0.137883	-0.982651	0.326275	-0.000499	0.287288	0.173931	1.125521	0.902837	1.017889	0.526825	-0.050841	0.079933	0.154907	0.011920	0.131682	0.131539	
67135.000000	43377.200000	32124.416667	54249.933333	32104.181818	50770.000000	44230.875000	10.677689	10.377372	10.901357	10.376742	10.835061	10.697178	0.300318	-0.223668	0.300948	-0.157372	-0.019489	-0.523985	0.000630	-0.457689	-0.319807	0.524615	0.066296	0.204179	-0.458319	-0.320437	0.137883	-1.271124	0.326275	-0.158217	0.287288	0.173931	1.412401	1.039768	1.269604	0.621205	-0.226282	0.079933	0.154907	0.144685	0.180600	0.131539	
67156.000000	45169.625000	20011.550000	54249.933333	41603.142857	50770.000000	57174.000000	10.718180	9.904065	10.901357	10.635931	10.835061	10.953855	0.814115	-0.183177	0.082249	-0.116881	-0.235674	-0.997292	-0.731866	-0.930996	-1.049790	0.265426	0.066296	-0.052497	-0.199130	-0.317924	-0.118794	-0.304529	0.503639	-0.685279	0.504864	0.031145	0.526898	-0.101367	0.492645	0.171900	-0.921122	0.079933	-0.031982	0.670508	0.182479	-0.037958	
67167.000000	40263.600000	20011.550000	54249.933333	41603.142857	50770.000000	44395.500000	10.603203	9.904065	10.901357	10.635931	10.835061	10.700893	0.699138	-0.298154	-0.032728	-0.231858	-0.097690	-0.997292	-0.731866	-0.930996	-0.796829	0.265426	0.066296	0.200464	-0.199130	-0.064962	0.134168	-0.520833	0.000000	-0.962373	-0.112959	0.122281	0.526898	-0.101367	0.492645	0.327598	-0.921122	0.079933	0.152202	0.670508	0.371565	0.129086	
70077.000000	40263.600000	27955.142857	54249.933333	32794.045455	50770.000000	37641.125000	10.603203	10.238356	10.901357	10.398002	10.835061	10.535852	0.364847	-0.298154	0.205201	-0.231858	0.067351	-0.663001	-0.159646	-0.596704	-0.297496	0.503355	0.066296	0.365505	-0.437059	-0.137850	0.299208	-1.149727	0.000000	-0.388966	-0.112959	0.231287	1.152320	0.790079	1.041403	0.634938	-0.283278	0.079933	0.272370	0.187817	0.317082	0.238071	
70093.000000	40263.600000	32124.416667	54249.933333	32794.045455	50770.000000	37641.125000	10.603203	10.377372	10.901357	10.398002	10.835061	10.535852	0.225831	-0.298154	0.205201	-0.231858	0.067351	-0.523985	-0.020631	-0.457689	-0.158481	0.503355	0.066296	0.365505	-0.437059	-0.137850	0.299208	-1.411253	0.000000	-0.388966	-0.112959	0.231287	1.412401	1.006647	1.269604	0.720502	-0.283278	0.079933	0.272370	0.187817	0.317082	0.238071	
70219.000000	40263.600000	19637.250000	54249.933333	27955.181818	51861.538462	37641.125000	10.603203	9.885184	10.901357	10.238358	10.856333	10.535852	0.718020	-0.298154	0.364845	-0.253130	0.067351	-1.016173	-0.353174	-0.971149	-0.650669	0.662999	0.045024	0.365505	-0.617975	-0.297495	0.320480	-0.485312	0.000000	-0.004224	-0.227262	0.231287	0.491573	0.488586	0.426731	0.417559	0.144699	-0.004021	0.272370	-0.179211	0.197749	0.252118	
70257.000000	40263.600000	19637.250000	54249.933333	27955.181818	49299.964286	37641.125000	10.603203	9.885184	10.901357	10.238358	10.805679	10.535852	0.718020	-0.298154	0.364845	-0.202476	0.067351	-1.016173	-0.353174	-0.920495	-0.650669	0.662999	0.095678	0.365505	-0.567321	-0.297495	0.269826	-0.485312	0.000000	-0.004224	0.044925	0.231287	0.491573	0.488586	0.509883	0.417559	0.144699	0.195896	0.272370	-0.076448	0.197749	0.218668	
71324.000000	40263.600000	24387.937500	54249.933333	29333.681818	47043.100000	37641.125000	10.603203	10.101844	10.901357	10.286492	10.758819	10.535852	0.501359	-0.298154	0.316711	-0.155616	0.067351	-0.799513	-0.184648	-0.656976	-0.434009	0.614865	0.142538	0.365505	-0.472328	-0.249361	0.222967	-0.892910	0.000000	-0.120226	0.296720	0.231287	0.896920	0.751129	0.942464	0.550914	0.015661	0.380836	0.272370	0.116266	0.233729	0.187725	
71345.000000	40263.600000	32124.416667	54249.933333	29333.681818	47043.100000	37641.125000	10.603203	10.377372	10.901357	10.286492	10.758819	10.535852	0.225831	-0.298154	0.316711	-0.155616	0.067351	-0.523985	0.090880	-0.381448	-0.158481	0.614865	0.142538	0.365505	-0.472328	-0.249361	0.222967	-1.411253	0.000000	-0.120226	0.296720	0.231287	1.412401	1.180366	1.394758	0.720502	0.015661	0.380836	0.272370	0.116266	0.233729	0.187725	
71431.000000	40263.600000	32124.416667	54249.933333	29333.681818	47043.100000	37641.125000	10.603203	10.377372	10.901357	10.286492	10.758819	10.535852	0.225831	-0.298154	0.316711	-0.155616	0.067351	-0.523985	0.090880	-0.381448	-0.158481	0.614865	0.142538	0.365505	-0.472328	-0.249361	0.222967	-1.411253	0.000000	-0.120226	0.296720	0.231287	1.412401	1.180366	1.394758	0.720502	0.015661	0.380836	0.272370	0.116266	0.233729	0.187725	
73636.000000	40263.600000	32124.416667	54249.933333	28031.208333	47043.100000	37641.125000	10.603203	10.377372	10.901357	10.241074	10.758819	10.535852	0.225831	-0.298154	0.362129	-0.155616	0.067351	-0.523985	0.136298	-0.381448	-0.158481	0.660283	0.142538	0.365505	-0.517746	-0.294779	0.222967	-1.411253	0.000000	-0.010769	0.296720	0.231287	1.412401	1.251121	1.394758	0.720502	0.137418	0.380836	0.272370	0.024126	0.199780	0.187725	
75311.000000	40263.600000	26332.437500	54249.933333	28031.208333	47043.100000	37641.125000	10.603203	10.178557	10.901357	10.241074	10.758819	10.535852	0.424646	-0.298154	0.362129	-0.155616	0.067351	-0.722800	-0.062517	-0.580263	-0.357296	0.660283	0.142538	0.365505	-0.517746	-0.294779	0.222967	-1.037228	0.000000	-0.010769	0.296720	0.231287	1.040441	0.941393	1.068393	0.598131	0.137418	0.380836	0.272370	0.024126	0.199780	0.187725	
75324.000000	40263.600000	24793.666667	54249.933333	28031.208333	47043.100000	37641.125000	10.603203	10.118344	10.901357	10.241074	10.758819	10.535852	0.484860	-0.298154	0.362129	-0.155616	0.067351	-0.783014	-0.122730	-0.640476	-0.417509	0.660283	0.142538	0.365505	-0.517746	-0.294779	0.222967	-0.923950	0.000000	-0.010769	0.296720	0.231287	0.927789	0.847589	0.969549	0.561070	0.137418	0.380836	0.272370	0.024126	0.199780	0.187725	
76450.000000	40263.600000	23306.750000	53649.642857	28031.208333	47043.100000	37641.125000	10.603203	10.056498	10.890230	10.241074	10.758819	10.535852	0.546705	-0.287027	0.362129	-0.155616	0.067351	-0.833732	-0.184575	-0.702321	-0.479354	0.649156	0.131411	0.354378	-0.517746	-0.294779	0.222967	-0.807602	0.048740	-0.010769	0.296720	0.231287	0.832901	0.751242	0.868027	0.523004	0.107589	0.336921	0.264268	0.024126	0.199780	0.187725	
76471.000000	40263.600000	23306.750000	48942.807692	27007.363636	47043.100000	37641.125000	10.603203	10.056498	10.798408	10.203865	10.758819	10.535852	0.546705	-0.195205	0.399338	-0.155616	0.067351	-0.741909	-0.147367	-0.702321	-0.479354	0.594543	0.039588	0.262555	-0.554955	-0.331988	0.222967	-0.807602	0.450953	0.078904	0.296720	0.231287	1.004690	0.809208	0.868027	0.523004	-0.038820	-0.025476	0.197411	-0.051361	0.171966	0.187725	
76474.000000	40263.600000	23306.750000	48942.807692	27007.363636	47043.100000	37641.125000	10.603203	10.056498	10.798408	10.203865	10.758819	10.535852	0.546705	-0.195205	0.399338	-0.155616	0.067351	-0.741909	-0.147367	-0.702321	-0.479354	0.594543	0.039588	0.262555	-0.554955	-0.331988	0.222967	-0.807602	0.450953	0.078904	0.296720	0.231287	1.004690	0.809208	0.868027	0.523004	-0.038820	-0.025476	0.197411	-0.051361	0.171966	0.187725	
85623.000000	40263.600000	25165.833333	43317.433333	25189.166667	47043.100000	37641.125000	10.603203	10.133243	10.676310	10.134169	10.758819	10.535852	0.469961	-0.073107	0.469034	-0.155616	0.067351	-0.543068	-0.000927	-0.625577	-0.402610	0.542141	-0.082509	0.140458	-0.624650	-0.401683	0.222967	-0.951979	0.985781	0.246870	0.296720	0.231287	1.376700	1.037343	0.994007	0.570240	-0.179299	-0.507359	0.108511	-0.192753	0.119869	0.187725	
86000.000000	40263.600000	30421.250000	43317.433333	25189.166667	47043.100000	37641.125000	10.603203	10.322897	10.676310	10.134169	10.758819	10.535852	0.280306	-0.073107	0.469034	-0.155616	0.067351	-0.353414	0.188727	-0.435923	-0.212956	0.542141	-0.082509	0.140458	-0.624650	-0.401683	0.222967	-1.308771	0.985781	0.246870	0.296720	0.231287	1.731521	1.332800	1.305334	0.686972	-0.179299	-0.507359	0.108511	-0.192753	0.119869	0.187725	
86475.000000	47603.833333	15071.777778	38600.954545	34354.000000	51575.041667	NA	10.770669	9.620579	10.561032	10.444474	10.850793	NA	1.150089	0.209636	0.326195	-0.080125	NA	-0.940453	-0.823894	-1.230214	NA	0.116559	-0.289761	NA	-0.406319	NA	NA	0.327531	2.224296	-0.097371	0.702372	NA	0.633238	-0.244735	0.001463	NA	-1.320209	-1.325323	NA	0.250179	NA	NA	
86483.000000	47603.833333	13659.333333	28391.392857	15329.277778	41281.933333	6.000000	10.770669	9.522178	10.253841	9.637520	10.628180	1.791759	1.248490	0.516827	1.133149	0.142488	8.978909	-0.731663	-0.115342	-1.106002	7.730419	0.616321	-0.374339	8.462082	-0.990660	7.845760	8.836421	0.512650	3.569898	1.847384	1.898572	6.117201	1.023860	0.859099	0.205363	5.576126	0.019565	-1.659129	6.167567	-0.935285	6.284763	5.875640	
86489.000000	47603.833333	16341.500000	28439.153846	15329.277778	41281.933333	6.000000	10.770669	9.701463	10.255522	9.637520	10.628180	1.791759	1.069205	0.515146	1.133149	0.142488	8.978909	-0.554059	0.063943	-0.926717	7.909704	0.618002	-0.372658	8.463763	-0.990660	7.845760	8.836421	0.175366	3.562535	1.847384	1.898572	6.117201	1.356137	1.138402	0.499669	5.686476	0.024071	-1.652495	6.168791	-0.935285	6.284763	5.875640	
86688.000000	47603.833333	8772.500000	32323.550000	40539.333333	53729.772727	NA	10.770669	9.079377	10.383551	10.610028	10.891723	NA	1.691291	0.387117	0.160641	-0.121054	NA	-1.304174	-1.530651	-1.812345	NA	-0.226477	-0.508171	NA	-0.281695	NA	NA	1.345681	3.001723	-0.496356	0.482440	NA	-0.047243	-1.345771	-0.954138	NA	-2.239824	-2.187327	NA	0.503007	NA	NA	
86779.000000	28989.300000	8772.500000	23216.821429	10602.666667	39686.500000	648.500000	10.274682	9.079377	10.052632	9.268861	10.588766	6.474662	1.195305	0.222050	1.005821	-0.314084	3.800020	-0.973255	-0.189484	-1.509389	2.604715	0.783772	-0.536134	3.577970	-1.319906	2.794199	4.114104	0.412594	2.278671	1.540525	-0.554799	2.696644	0.571868	0.743595	-0.456819	2.421251	0.468468	-2.297688	2.611398	-1.603231	2.508764	2.757247	
87329.000000	21093.375000	8772.500000	25010.884615	17947.071429	40497.071429	1022.000000	9.956714	9.079377	10.127066	9.795182	10.608985	6.929517	0.877337	-0.170352	0.161532	-0.652271	3.027198	-1.047689	-0.715805	-1.529608	2.149860	0.331884	-0.481919	3.197550	-0.813803	2.865665	3.679468	-0.185591	0.559816	-0.494208	-2.372028	2.186209	0.432611	-0.076346	-0.490009	2.141287	-0.742960	-2.083715	2.334410	-0.576490	2.562185	2.470234	
87756.000000	16926.400000	8772.500000	21710.566667	6125.444444	37814.500000	640.250000	9.736630	9.079377	9.985554	8.720207	10.540448	6.461859	0.657253	-0.248925	1.016423	-0.803818	3.274771	-0.906177	0.359171	-1.461071	2.617518	1.265348	-0.554894	3.523696	-1.820241	2.258348	4.078589	-0.599631	0.215642	1.566076	-3.186361	2.349727	0.697364	1.598328	-0.377502	2.429131	1.759486	-2.371727	2.571880	-2.618271	2.108220	2.733794	
87801.000000	16926.400000	11972.000000	21710.566667	454.000000	37814.500000	640.250000	9.736630	9.390326	9.985554	6.118097	10.540448	6.461859	0.346304	-0.248925	3.618533	-0.803818	3.274771	-0.595228	3.272229	-1.150122	2.928467	3.867457	-0.554894	3.523696	-4.422351	-0.343762	4.078589	-1.184611	0.215642	7.837146	-3.186361	2.349727	1.279113	6.136499	0.132938	2.620521	8.735269	-2.371727	2.571880	-7.897218	0.163165	2.733794	
